work_year,experience_level,employment_type,salary_in_usd,remote_ratio,company_size
2023,INTERMEDIATE,FULLTIME,72914,0,M
2023,EXPERT,FULLTIME,150000,0,M
2023,EXPERT,FULLTIME,111000,0,M
2023,DIRECTOR,FULLTIME,265000,0,M
2023,DIRECTOR,FULLTIME,235000,0,M
2023,JUNIOR,FULLTIME,121093,50,L
2022,INTERMEDIATE,FULLTIME,73546,100,M
2023,EXPERT,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,130000,100,M
2023,INTERMEDIATE,FULLTIME,75000,100,M
2023,INTERMEDIATE,FULLTIME,60400,100,M
2023,JUNIOR,FULLTIME,85000,100,M
2023,JUNIOR,FULLTIME,75000,100,M
2023,EXPERT,FULLTIME,252000,0,M
2023,EXPERT,FULLTIME,129000,0,M
2023,JUNIOR,FULLTIME,92700,100,M
2023,JUNIOR,FULLTIME,61800,100,M
2022,EXPERT,FULLTIME,172309,100,L
2023,INTERMEDIATE,FULLTIME,60093,100,M
2023,INTERMEDIATE,FULLTIME,83500,100,M
2023,INTERMEDIATE,FULLTIME,52500,100,M
2023,EXPERT,FULLTIME,201036,0,M
2023,EXPERT,FULLTIME,134024,0,M
2023,EXPERT,FULLTIME,165000,100,M
2023,EXPERT,FULLTIME,140000,100,M
2023,JUNIOR,FULLTIME,62000,100,M
2023,JUNIOR,FULLTIME,58000,100,M
2023,EXPERT,FULLTIME,172000,0,M
2023,EXPERT,FULLTIME,115000,0,M
2023,JUNIOR,FULLTIME,125000,0,M
2023,JUNIOR,FULLTIME,90000,0,M
2023,EXPERT,FULLTIME,163800,0,M
2023,EXPERT,FULLTIME,126000,0,M
2023,EXPERT,FULLTIME,237000,100,M
2023,EXPERT,FULLTIME,145000,100,M
2023,INTERMEDIATE,FULLTIME,90000,100,M
2023,INTERMEDIATE,FULLTIME,90000,100,M
2023,EXPERT,FULLTIME,139500,0,M
2023,EXPERT,FULLTIME,109400,0,M
2023,EXPERT,FULLTIME,258000,0,M
2023,EXPERT,FULLTIME,190000,0,M
2023,INTERMEDIATE,FULLTIME,145000,0,M
2023,INTERMEDIATE,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,205600,0,L
2023,EXPERT,FULLTIME,105700,0,L
2023,EXPERT,FULLTIME,252000,0,M
2023,EXPERT,FULLTIME,129000,0,M
2023,EXPERT,FULLTIME,239748,0,M
2023,EXPERT,FULLTIME,159832,0,M
2023,EXPERT,FULLTIME,186300,100,M
2023,EXPERT,FULLTIME,102500,100,M
2023,EXPERT,FULLTIME,165000,0,M
2023,EXPERT,FULLTIME,132300,0,M
2023,EXPERT,FULLTIME,190000,0,M
2023,EXPERT,FULLTIME,126000,0,M
2023,EXPERT,FULLTIME,149040,100,M
2023,EXPERT,FULLTIME,113900,100,M
2023,EXPERT,FULLTIME,153600,100,M
2023,EXPERT,FULLTIME,106800,100,M
2023,EXPERT,FULLTIME,172600,100,M
2023,EXPERT,FULLTIME,107900,100,M
2023,EXPERT,FULLTIME,180180,0,M
2023,EXPERT,FULLTIME,106020,0,M
2023,EXPERT,FULLTIME,376080,100,M
2023,EXPERT,FULLTIME,213120,100,M
2023,EXPERT,FULLTIME,153600,0,M
2023,EXPERT,FULLTIME,100500,0,M
2023,EXPERT,FULLTIME,206500,100,M
2023,EXPERT,FULLTIME,121600,100,M
2023,EXPERT,FULLTIME,260000,0,M
2023,EXPERT,FULLTIME,225000,0,M
2023,DIRECTOR,FULLTIME,194500,0,M
2023,DIRECTOR,FULLTIME,115500,0,M
2023,EXPERT,FULLTIME,170000,100,L
2023,EXPERT,FULLTIME,90000,100,L
2023,JUNIOR,FULLTIME,95000,100,M
2023,JUNIOR,FULLTIME,70000,100,M
2023,EXPERT,FULLTIME,275000,0,M
2023,EXPERT,FULLTIME,160000,0,M
2023,EXPERT,FULLTIME,115934,100,M
2023,EXPERT,FULLTIME,81666,100,M
2023,EXPERT,FULLTIME,175000,0,M
2023,EXPERT,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,150000,100,M
2023,EXPERT,FULLTIME,120000,100,M
2023,EXPERT,FULLTIME,200000,0,M
2023,EXPERT,FULLTIME,175000,0,M
2023,INTERMEDIATE,FULLTIME,206000,0,M
2023,INTERMEDIATE,FULLTIME,130000,0,M
2023,EXPERT,FULLTIME,138000,100,M
2023,EXPERT,FULLTIME,92000,100,M
2023,EXPERT,FULLTIME,65000,0,M
2023,EXPERT,FULLTIME,48000,0,M
2023,EXPERT,FULLTIME,110000,100,M
2023,EXPERT,FULLTIME,75000,100,M
2023,EXPERT,FULLTIME,130000,0,M
2023,EXPERT,FULLTIME,87000,0,M
2023,INTERMEDIATE,FULLTIME,160000,0,M
2023,INTERMEDIATE,FULLTIME,112000,0,M
2023,INTERMEDIATE,FULLTIME,162500,0,M
2023,INTERMEDIATE,FULLTIME,130000,0,M
2023,EXPERT,FULLTIME,299500,0,M
2023,EXPERT,FULLTIME,245100,0,M
2023,INTERMEDIATE,FULLTIME,145000,0,M
2023,INTERMEDIATE,FULLTIME,100000,0,M
2023,EXPERT,FULLTIME,147100,0,M
2023,EXPERT,FULLTIME,90700,0,M
2023,JUNIOR,FULLTIME,115100,0,M
2023,JUNIOR,FULLTIME,73900,0,M
2023,EXPERT,FULLTIME,168400,0,M
2023,EXPERT,FULLTIME,105200,0,M
2023,EXPERT,FULLTIME,210000,0,M
2023,EXPERT,FULLTIME,160000,0,M
2023,INTERMEDIATE,FULLTIME,145000,0,M
2023,INTERMEDIATE,FULLTIME,100000,0,M
2023,EXPERT,FULLTIME,222200,0,L
2023,EXPERT,FULLTIME,136000,0,L
2023,INTERMEDIATE,FULLTIME,100000,0,M
2023,INTERMEDIATE,FULLTIME,85000,0,M
2023,INTERMEDIATE,FULLTIME,85066,100,M
2023,INTERMEDIATE,FULLTIME,57723,100,M
2023,DIRECTOR,FULLTIME,200000,0,M
2023,DIRECTOR,FULLTIME,145000,0,M
2023,INTERMEDIATE,FULLTIME,140000,0,M
2023,INTERMEDIATE,FULLTIME,95000,0,M
2023,EXPERT,FULLTIME,185000,100,M
2023,EXPERT,FULLTIME,120250,100,M
2023,INTERMEDIATE,FULLTIME,130000,100,L
2023,EXPERT,FULLTIME,205000,0,M
2023,EXPERT,FULLTIME,140000,0,M
2023,EXPERT,FULLTIME,297300,100,M
2023,EXPERT,FULLTIME,198200,100,M
2023,EXPERT,FULLTIME,141288,0,M
2023,EXPERT,FULLTIME,94192,0,M
2023,EXPERT,FULLTIME,184000,100,M
2023,EXPERT,FULLTIME,143000,100,M
2023,EXPERT,FULLTIME,70000,0,M
2023,EXPERT,FULLTIME,55000,0,M
2023,EXPERT,FULLTIME,275300,100,M
2023,EXPERT,FULLTIME,183500,100,M
2023,INTERMEDIATE,FULLTIME,75000,100,M
2023,INTERMEDIATE,FULLTIME,65000,100,M
2023,INTERMEDIATE,FULLTIME,160000,0,M
2023,INTERMEDIATE,FULLTIME,147000,0,M
2023,EXPERT,FULLTIME,149040,100,M
2023,EXPERT,FULLTIME,113900,100,M
2023,INTERMEDIATE,FULLTIME,75020,100,L
2023,EXPERT,FULLTIME,180180,0,M
2023,EXPERT,FULLTIME,106020,0,M
2023,INTERMEDIATE,FULLTIME,17022,100,L
2023,JUNIOR,FULLTIME,70000,0,L
2023,JUNIOR,FULLTIME,80000,50,M
2023,INTERMEDIATE,FULLTIME,18238,50,L
2023,INTERMEDIATE,FULLTIME,250000,0,M
2023,INTERMEDIATE,FULLTIME,150000,0,M
2023,EXPERT,FULLTIME,139500,0,M
2023,EXPERT,FULLTIME,109400,0,M
2023,EXPERT,FULLTIME,105000,0,M
2023,EXPERT,FULLTIME,70000,0,M
2023,DIRECTOR,FULLTIME,210914,100,M
2023,DIRECTOR,FULLTIME,116704,100,M
2023,JUNIOR,FULLTIME,150000,0,M
2023,JUNIOR,FULLTIME,100000,0,M
2023,EXPERT,FULLTIME,146000,0,M
2023,EXPERT,FULLTIME,75000,0,M
2023,JUNIOR,FULLTIME,75000,100,M
2023,JUNIOR,FULLTIME,60000,100,M
2023,INTERMEDIATE,FULLTIME,185700,0,M
2023,INTERMEDIATE,FULLTIME,165000,0,M
2023,EXPERT,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,130000,100,M
2023,EXPERT,FULLTIME,169000,0,M
2023,EXPERT,FULLTIME,110600,0,M
2023,EXPERT,FULLTIME,193000,100,M
2023,EXPERT,FULLTIME,136850,100,M
2023,EXPERT,FULLTIME,139500,0,M
2023,EXPERT,FULLTIME,109400,0,M
2023,EXPERT,FULLTIME,276000,100,M
2023,EXPERT,FULLTIME,178500,100,M
2023,INTERMEDIATE,FULLTIME,59020,0,M
2023,INTERMEDIATE,FULLTIME,48289,0,M
2023,INTERMEDIATE,FULLTIME,75116,100,M
2023,INTERMEDIATE,FULLTIME,48289,100,M
2023,EXPERT,FULLTIME,195652,0,M
2023,EXPERT,FULLTIME,101228,0,M
2023,EXPERT,FULLTIME,136956,0,M
2023,EXPERT,FULLTIME,101228,0,M
2023,EXPERT,FULLTIME,252000,0,M
2023,EXPERT,FULLTIME,129000,0,M
2022,EXPERT,FULLTIME,130000,100,L
2021,INTERMEDIATE,FULLTIME,150000,100,M
2023,EXPERT,FULLTIME,163800,0,M
2023,EXPERT,FULLTIME,126000,0,M
2023,EXPERT,FULLTIME,260000,100,M
2023,EXPERT,FULLTIME,110000,100,M
2023,EXPERT,FULLTIME,170000,100,M
2023,EXPERT,FULLTIME,130000,100,M
2023,EXPERT,FULLTIME,247500,0,M
2023,EXPERT,FULLTIME,172200,0,M
2023,EXPERT,FULLTIME,239748,0,M
2023,EXPERT,FULLTIME,159832,0,M
2023,EXPERT,FULLTIME,163800,0,M
2023,EXPERT,FULLTIME,126000,0,M
2023,INTERMEDIATE,FULLTIME,128750,0,M
2023,INTERMEDIATE,FULLTIME,106250,0,M
2023,EXPERT,FULLTIME,252000,0,M
2023,EXPERT,FULLTIME,129000,0,M
2023,EXPERT,FULLTIME,299500,0,M
2023,EXPERT,FULLTIME,245100,0,M
2023,INTERMEDIATE,FULLTIME,155000,0,M
2023,INTERMEDIATE,FULLTIME,140000,0,M
2023,DIRECTOR,FULLTIME,167500,0,M
2023,DIRECTOR,FULLTIME,106500,0,M
2023,EXPERT,FULLTIME,188500,100,M
2023,EXPERT,FULLTIME,117000,100,M
2023,EXPERT,FULLTIME,250000,100,M
2023,EXPERT,FULLTIME,138000,100,M
2023,INTERMEDIATE,FULLTIME,130000,100,M
2023,INTERMEDIATE,FULLTIME,100000,100,M
2023,EXPERT,FULLTIME,123405,0,L
2023,EXPERT,FULLTIME,140000,0,M
2023,EXPERT,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,160000,0,M
2023,EXPERT,FULLTIME,135000,0,M
2023,INTERMEDIATE,FULLTIME,104500,0,M
2023,INTERMEDIATE,FULLTIME,70000,0,M
2023,INTERMEDIATE,FULLTIME,90000,0,M
2023,INTERMEDIATE,FULLTIME,70000,0,M
2023,EXPERT,FULLTIME,153600,100,M
2023,EXPERT,FULLTIME,106800,100,M
2023,JUNIOR,FULLTIME,125000,0,M
2023,JUNIOR,FULLTIME,90000,0,M
2023,INTERMEDIATE,FULLTIME,185000,100,M
2023,INTERMEDIATE,FULLTIME,125000,100,M
2023,EXPERT,FULLTIME,127000,100,M
2023,EXPERT,FULLTIME,94000,100,M
2023,EXPERT,FULLTIME,210550,0,M
2023,EXPERT,FULLTIME,153300,0,M
2023,INTERMEDIATE,FULLTIME,200000,100,M
2023,INTERMEDIATE,FULLTIME,150000,100,M
2023,EXPERT,FULLTIME,161500,100,M
2023,EXPERT,FULLTIME,119500,100,M
2023,EXPERT,FULLTIME,175000,0,M
2023,EXPERT,FULLTIME,145000,0,M
2023,EXPERT,FULLTIME,175000,0,M
2023,EXPERT,FULLTIME,148750,0,M
2023,EXPERT,FULLTIME,105000,0,M
2023,EXPERT,FULLTIME,85000,0,M
2023,EXPERT,FULLTIME,215000,0,M
2023,EXPERT,FULLTIME,146300,0,M
2023,JUNIOR,FULLTIME,214618,100,L
2023,INTERMEDIATE,FULLTIME,72000,100,M
2023,INTERMEDIATE,FULLTIME,60000,100,M
2023,EXPERT,FULLTIME,153400,0,M
2023,EXPERT,FULLTIME,122700,0,M
2023,INTERMEDIATE,FULLTIME,260000,0,M
2023,INTERMEDIATE,FULLTIME,175000,0,M
2023,EXPERT,FULLTIME,186300,100,M
2023,EXPERT,FULLTIME,123900,100,M
2023,INTERMEDIATE,FULLTIME,340000,100,M
2023,INTERMEDIATE,FULLTIME,150000,100,M
2023,EXPERT,FULLTIME,153400,0,M
2023,EXPERT,FULLTIME,122700,0,M
2023,INTERMEDIATE,FULLTIME,250000,0,M
2023,INTERMEDIATE,FULLTIME,175000,0,M
2023,INTERMEDIATE,FULLTIME,64385,50,M
2023,EXPERT,FULLTIME,185900,0,M
2023,EXPERT,FULLTIME,121700,0,M
2023,EXPERT,FULLTIME,153600,0,M
2023,EXPERT,FULLTIME,106800,0,M
2023,EXPERT,FREELANCE,50000,50,M
2023,JUNIOR,FULLTIME,100000,100,L
2023,EXPERT,FULLTIME,247500,0,M
2023,EXPERT,FULLTIME,172200,0,M
2023,DIRECTOR,FULLTIME,310000,100,M
2023,DIRECTOR,FULLTIME,239000,100,M
2023,EXPERT,FULLTIME,125000,0,M
2023,EXPERT,FULLTIME,110000,0,M
2023,JUNIOR,FULLTIME,150000,0,M
2023,JUNIOR,FULLTIME,100000,0,M
2023,EXPERT,FULLTIME,149076,0,M
2023,EXPERT,FULLTIME,82365,0,M
2023,INTERMEDIATE,FULLTIME,146000,0,M
2023,INTERMEDIATE,FULLTIME,75000,0,M
2023,EXPERT,FULLTIME,139500,0,M
2023,EXPERT,FULLTIME,109400,0,M
2023,EXPERT,FULLTIME,139500,0,M
2023,EXPERT,FULLTIME,109400,0,M
2023,INTERMEDIATE,FULLTIME,149600,0,M
2023,INTERMEDIATE,FULLTIME,102000,0,M
2023,INTERMEDIATE,FULLTIME,97218,0,M
2023,INTERMEDIATE,FULLTIME,48609,0,M
2023,EXPERT,FULLTIME,252000,0,M
2023,EXPERT,FULLTIME,129000,0,M
2023,EXPERT,FULLTIME,95000,0,M
2023,EXPERT,FULLTIME,85500,0,M
2023,EXPERT,FULLTIME,185900,0,M
2023,EXPERT,FULLTIME,121700,0,M
2023,JUNIOR,FULLTIME,150000,0,M
2023,JUNIOR,FULLTIME,100000,0,M
2023,INTERMEDIATE,FULLTIME,145000,0,M
2023,INTERMEDIATE,FULLTIME,125000,0,M
2023,INTERMEDIATE,FULLTIME,150000,100,M
2023,INTERMEDIATE,FULLTIME,97750,100,M
2023,EXPERT,FULLTIME,201000,0,M
2023,EXPERT,FULLTIME,122000,0,M
2023,EXPERT,FULLTIME,252000,0,M
2023,EXPERT,FULLTIME,129000,0,M
2023,EXPERT,FULLTIME,120000,100,M
2023,EXPERT,FULLTIME,75000,100,M
2023,INTERMEDIATE,FULLTIME,116990,100,M
2023,INTERMEDIATE,FULLTIME,82920,100,M
2023,EXPERT,FULLTIME,185900,0,M
2023,EXPERT,FULLTIME,129300,0,M
2023,INTERMEDIATE,FULLTIME,200000,0,S
2023,INTERMEDIATE,FULLTIME,125000,0,S
2023,EXPERT,FULLTIME,201000,0,M
2023,EXPERT,FULLTIME,122000,0,M
2023,EXPERT,FULLTIME,204500,0,M
2023,EXPERT,FULLTIME,142200,0,M
2023,EXPERT,FULLTIME,155000,0,M
2023,EXPERT,FULLTIME,140000,0,M
2023,INTERMEDIATE,FULLTIME,205920,0,M
2023,INTERMEDIATE,FULLTIME,171600,0,M
2023,EXPERT,FULLTIME,121500,100,M
2023,EXPERT,FULLTIME,78000,100,M
2023,INTERMEDIATE,FULLTIME,154000,0,M
2023,INTERMEDIATE,FULLTIME,116000,0,M
2023,EXPERT,FULLTIME,190000,0,M
2023,EXPERT,FULLTIME,136000,0,M
2023,INTERMEDIATE,FULLTIME,78990,100,M
2023,INTERMEDIATE,FULLTIME,43809,100,M
2023,EXPERT,FULLTIME,180000,0,M
2023,EXPERT,FULLTIME,110000,0,M
2023,EXPERT,FULLTIME,275300,100,M
2023,EXPERT,FULLTIME,183000,100,M
2023,EXPERT,FULLTIME,170000,0,M
2023,EXPERT,FULLTIME,140000,0,M
2023,EXPERT,FULLTIME,154000,0,M
2023,EXPERT,FULLTIME,116000,0,M
2023,EXPERT,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,130000,100,M
2023,INTERMEDIATE,FULLTIME,200000,0,M
2023,INTERMEDIATE,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,175000,100,M
2023,EXPERT,FULLTIME,160000,100,M
2023,INTERMEDIATE,FULLTIME,127599,0,M
2023,INTERMEDIATE,FULLTIME,103294,0,M
2023,EXPERT,FULLTIME,153600,0,M
2023,EXPERT,FULLTIME,106800,0,M
2023,JUNIOR,FULLTIME,85000,100,M
2023,JUNIOR,FULLTIME,75000,100,M
2023,EXPERT,FULLTIME,225000,0,M
2023,EXPERT,FULLTIME,156400,0,M
2023,EXPERT,FULLTIME,150000,0,M
2023,EXPERT,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,163800,0,M
2023,EXPERT,FULLTIME,126000,0,M
2023,EXPERT,FULLTIME,145000,100,M
2023,EXPERT,FULLTIME,90000,100,M
2023,EXPERT,FULLTIME,204500,0,M
2023,EXPERT,FULLTIME,142200,0,M
2023,EXPERT,FULLTIME,95000,0,M
2023,EXPERT,FULLTIME,85500,0,M
2023,EXPERT,FULLTIME,167500,0,M
2023,EXPERT,FULLTIME,106500,0,M
2023,EXPERT,FULLTIME,163800,0,M
2023,EXPERT,FULLTIME,126000,0,M
2023,INTERMEDIATE,FULLTIME,155000,0,M
2023,INTERMEDIATE,FULLTIME,140000,0,M
2023,EXPERT,FULLTIME,250000,0,M
2023,EXPERT,FULLTIME,200000,0,M
2023,EXPERT,FULLTIME,260000,0,M
2023,EXPERT,FULLTIME,186000,0,M
2023,EXPERT,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,130000,100,M
2023,EXPERT,FULLTIME,200000,0,M
2023,EXPERT,FULLTIME,150000,0,M
2023,EXPERT,FULLTIME,48289,0,M
2023,EXPERT,FULLTIME,38631,0,M
2023,EXPERT,FULLTIME,150000,0,M
2023,EXPERT,FULLTIME,120000,0,M
2023,JUNIOR,FULLTIME,30000,50,M
2023,INTERMEDIATE,FULLTIME,185000,0,M
2023,INTERMEDIATE,FULLTIME,125000,0,M
2022,JUNIOR,PARTTIME,34320,100,S
2022,INTERMEDIATE,FULLTIME,9289,100,M
2023,EXPERT,FULLTIME,75116,100,L
2022,DIRECTOR,FULLTIME,106000,0,L
2023,EXPERT,FULLTIME,175000,100,M
2023,EXPERT,FULLTIME,130000,100,M
2023,EXPERT,FULLTIME,122000,100,M
2023,EXPERT,FULLTIME,93800,100,M
2023,EXPERT,FULLTIME,150000,100,M
2023,EXPERT,FULLTIME,90000,100,M
2023,EXPERT,FULLTIME,165000,100,M
2023,EXPERT,FULLTIME,112000,100,M
2023,JUNIOR,FULLTIME,220000,0,M
2023,EXPERT,FULLTIME,71897,100,M
2023,JUNIOR,FULLTIME,64385,0,M
2023,EXPERT,FULLTIME,204500,0,M
2023,EXPERT,FULLTIME,142200,0,M
2023,EXPERT,FULLTIME,15806,100,S
2023,INTERMEDIATE,FULLTIME,200000,0,M
2023,INTERMEDIATE,FULLTIME,175000,0,M
2023,EXPERT,FULLTIME,185900,0,M
2023,EXPERT,FULLTIME,129300,0,M
2023,EXPERT,FULLTIME,185900,0,M
2023,EXPERT,FULLTIME,121700,0,M
2023,EXPERT,FULLTIME,204500,0,M
2023,EXPERT,FULLTIME,142200,0,M
2023,INTERMEDIATE,FULLTIME,40000,50,L
2023,EXPERT,FULLTIME,29453,50,M
2023,EXPERT,FULLTIME,180180,0,M
2023,EXPERT,FULLTIME,106020,0,M
2023,EXPERT,FULLTIME,136000,100,M
2023,EXPERT,FULLTIME,104000,100,M
2023,EXPERT,FULLTIME,125000,0,M
2023,EXPERT,FULLTIME,110000,0,M
2023,EXPERT,FULLTIME,153400,0,M
2023,EXPERT,FULLTIME,122700,0,M
2023,DIRECTOR,FULLTIME,310000,100,M
2023,DIRECTOR,FULLTIME,239000,100,M
2023,EXPERT,FULLTIME,152380,0,M
2023,EXPERT,FULLTIME,121904,0,M
2023,EXPERT,FULLTIME,185900,0,M
2023,EXPERT,FULLTIME,129300,0,M
2023,EXPERT,FULLTIME,247500,0,M
2023,EXPERT,FULLTIME,172200,0,M
2023,EXPERT,FULLTIME,168400,0,M
2023,EXPERT,FULLTIME,105200,0,M
2023,EXPERT,FULLTIME,128280,0,M
2023,EXPERT,FULLTIME,106900,0,M
2022,EXPERT,FULLTIME,192000,100,L
2023,INTERMEDIATE,FULLTIME,140000,0,M
2023,INTERMEDIATE,FULLTIME,100000,0,M
2023,EXPERT,FULLTIME,107309,100,S
2023,EXPERT,FULLTIME,85847,100,S
2023,EXPERT,FULLTIME,275000,0,M
2023,EXPERT,FULLTIME,174000,0,M
2023,EXPERT,FULLTIME,139500,0,M
2023,EXPERT,FULLTIME,109400,0,M
2023,EXPERT,FULLTIME,139500,0,M
2023,EXPERT,FULLTIME,109400,0,M
2023,EXPERT,FULLTIME,170500,100,M
2023,EXPERT,FULLTIME,85000,100,M
2023,EXPERT,FULLTIME,72946,0,M
2023,EXPERT,FULLTIME,54365,0,M
2023,DIRECTOR,FULLTIME,160288,0,M
2023,DIRECTOR,FULLTIME,127467,0,M
2023,EXPERT,FULLTIME,80000,0,M
2023,EXPERT,FULLTIME,65000,0,M
2023,EXPERT,FULLTIME,124740,0,M
2023,EXPERT,FULLTIME,65488,0,M
2023,EXPERT,FULLTIME,72200,0,M
2023,EXPERT,FULLTIME,64980,0,M
2023,EXPERT,FULLTIME,153600,0,M
2023,EXPERT,FULLTIME,106800,0,M
2023,EXPERT,FULLTIME,179975,100,M
2023,EXPERT,FULLTIME,86466,100,M
2023,EXPERT,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,90000,0,M
2023,INTERMEDIATE,FULLTIME,51039,0,M
2023,INTERMEDIATE,FULLTIME,42533,0,M
2023,EXPERT,FULLTIME,149076,0,M
2023,EXPERT,FULLTIME,82365,0,M
2023,EXPERT,FULLTIME,169000,0,M
2023,EXPERT,FULLTIME,110600,0,M
2023,EXPERT,FULLTIME,175000,0,M
2023,EXPERT,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,230000,0,M
2023,EXPERT,FULLTIME,180000,0,M
2023,EXPERT,FULLTIME,153600,0,M
2023,EXPERT,FULLTIME,106800,0,M
2023,EXPERT,FULLTIME,140000,0,M
2023,EXPERT,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,205920,0,M
2023,EXPERT,FULLTIME,171600,0,M
2023,EXPERT,FULLTIME,165000,100,M
2023,EXPERT,FULLTIME,125000,100,M
2023,EXPERT,FULLTIME,265000,0,M
2023,EXPERT,FULLTIME,185000,0,M
2023,INTERMEDIATE,FULLTIME,130000,0,M
2022,JUNIOR,FULLTIME,168000,100,M
2023,INTERMEDIATE,FULLTIME,38631,50,L
2023,EXPERT,FULLTIME,95000,0,M
2023,EXPERT,FULLTIME,85500,0,M
2023,EXPERT,FULLTIME,147100,0,M
2023,EXPERT,FULLTIME,90700,0,M
2023,EXPERT,FULLTIME,167580,0,M
2023,EXPERT,FULLTIME,87980,0,M
2023,EXPERT,FULLTIME,202000,100,M
2023,EXPERT,FULLTIME,135000,100,M
2023,EXPERT,FULLTIME,163800,0,M
2023,EXPERT,FULLTIME,126000,0,M
2023,EXPERT,FULLTIME,163800,0,M
2023,EXPERT,FULLTIME,126000,0,M
2023,EXPERT,FULLTIME,104000,100,M
2023,EXPERT,FULLTIME,65000,100,M
2023,EXPERT,FULLTIME,230000,0,M
2023,EXPERT,FULLTIME,148000,0,M
2023,EXPERT,FULLTIME,269000,100,M
2023,EXPERT,FULLTIME,158000,100,M
2023,EXPERT,FULLTIME,197000,0,M
2023,EXPERT,FULLTIME,106000,0,M
2023,INTERMEDIATE,FULLTIME,150000,100,M
2023,INTERMEDIATE,FULLTIME,100000,100,M
2023,EXPERT,FULLTIME,290000,100,M
2023,EXPERT,FULLTIME,210000,100,M
2023,EXPERT,FULLTIME,192000,0,M
2023,EXPERT,FULLTIME,172800,0,M
2023,EXPERT,FULLTIME,300240,0,M
2023,EXPERT,FULLTIME,200160,0,M
2023,EXPERT,FULLTIME,300240,0,M
2023,EXPERT,FULLTIME,200160,0,M
2023,EXPERT,FULLTIME,175000,0,M
2023,EXPERT,FULLTIME,140000,0,M
2023,EXPERT,FULLTIME,169000,0,M
2023,EXPERT,FULLTIME,100000,0,M
2023,EXPERT,FULLTIME,370000,0,M
2023,EXPERT,FULLTIME,245000,0,M
2023,INTERMEDIATE,FULLTIME,115447,100,L
2023,EXPERT,FULLTIME,110000,100,S
2023,EXPERT,FULLTIME,80000,100,S
2023,JUNIOR,FULLTIME,55000,0,M
2023,JUNIOR,FULLTIME,48000,0,M
2023,EXPERT,FULLTIME,95000,0,M
2023,EXPERT,FULLTIME,85000,0,M
2023,EXPERT,FULLTIME,137500,100,M
2023,EXPERT,FULLTIME,81500,100,M
2023,EXPERT,FULLTIME,323300,0,M
2023,EXPERT,FULLTIME,184700,0,M
2021,INTERMEDIATE,FULLTIME,30000,0,S
2023,EXPERT,FULLTIME,186000,100,M
2023,EXPERT,FULLTIME,153088,100,M
2023,INTERMEDIATE,FULLTIME,190000,100,M
2023,INTERMEDIATE,FULLTIME,160000,100,M
2023,EXPERT,FULLTIME,200000,100,M
2023,EXPERT,FULLTIME,150000,100,M
2023,INTERMEDIATE,FULLTIME,190000,0,M
2023,INTERMEDIATE,FULLTIME,183310,0,M
2023,EXPERT,FULLTIME,240000,100,M
2023,EXPERT,FULLTIME,180000,100,M
2023,EXPERT,FULLTIME,200000,100,M
2023,EXPERT,FULLTIME,150000,100,M
2023,EXPERT,FULLTIME,299500,0,M
2023,EXPERT,FULLTIME,245100,0,M
2023,EXPERT,FULLTIME,144000,100,M
2023,EXPERT,FULLTIME,66000,100,M
2023,INTERMEDIATE,FULLTIME,148500,0,M
2023,INTERMEDIATE,FULLTIME,126277,0,M
2023,EXPERT,FULLTIME,228000,0,M
2023,EXPERT,FULLTIME,120000,0,M
2023,EXPERT,FULLTIME,180000,0,M
2023,EXPERT,FULLTIME,90000,0,M
2023,EXPERT,FULLTIME,126500,0,M
2023,EXPERT,FULLTIME,78000,0,M
2023,EXPERT,FULLTIME,180000,0,M
2023,EXPERT,FULLTIME,160000,0,M
2023,EXPERT,FULLTIME,272000,0,M
2023,EXPERT,FULLTIME,170000,0,M
2023,INTERMEDIATE,FULLTIME,80000,0,M
2023,INTERMEDIATE,FULLTIME,60000,0,M
2023,EXPERT,FULLTIME,259000,100,M
2023,EXPERT,FULLTIME,146000,100,M
2023,EXPERT,FULLTIME,200000,0,M
2023,EXPERT,FULLTIME,160000,0,M
2023,DIRECTOR,FULLTIME,310000,100,M
2023,DIRECTOR,FULLTIME,239000,100,M
2023,EXPERT,FULLTIME,142000,100,M
2023,EXPERT,FULLTIME,95000,100,M
2023,EXPERT,FULLTIME,155000,0,M
2023,EXPERT,FULLTIME,139500,0,M
2023,INTERMEDIATE,FULLTIME,140000,100,M
2023,INTERMEDIATE,FULLTIME,120000,100,M
2023,EXPERT,FULLTIME,259000,100,M
2023,EXPERT,FULLTIME,146000,100,M
2023,INTERMEDIATE,FULLTIME,109371,0,M
2023,INTERMEDIATE,FULLTIME,72914,0,M
2023,JUNIOR,PARTTIME,17779,100,L
2023,JUNIOR,FULLTIME,19522,100,L
2023,EXPERT,FULLTIME,247500,0,M
